Title,ISBN,Author,Rating,Date of publish,Category,user_id,LIKE,Comment
Wicked Plants: The Weed That Killed Lincoln's Mother and Other Botanical Atrocities,9781565126831,"Amy  Stewart,Briony Morrow-Cribbs,Jonathon Rosen",4.0,"May 1, 2009",nonfiction,465,0,I would recommend this to fans of [genre].
The Easy Way to Stop Smoking: Join the Millions Who Have Become Non-Smokers Using Allen Carr's Easyway Method,9781402718618,Allen Carr,4.0,"January 1, 1985",Personal-Development,348,1,This book really made me think about [a theme].
"A Case of Conscience (After Such Knowledge, #4)",9780345438355,"James Blish,Greg Bear",4.0,"January 1, 1958",Children,175,1,The pacing felt a bit off in the middle.
Barbarians at the Gate: The Fall of RJR Nabisco,9780060536350,"Bryan Burrough,John Helyar",4.0,"January 1, 1989",Technology,241,0,I found the writing style to be quite beautiful.
Spud: The Madness Continues,9780143025207,John van de Ruit,4.0,"October 16, 2008",Children,466,1,Disappointing after all the hype.
Shackleton's Journey,9781909263109,William Grill,4.0,"September 1, 2014",Math,2,1,I found the writing style to be quite beautiful.
Peopleware: Productive Projects and Teams,9780932633439,"Tom DeMarco,Timothy Lister",4.0,"January 1, 1987",Computer-Science,57,1,I would recommend this to fans of [genre].
Sex in History,9780812885408,Reay Tannahill,4.0,"January 1, 1980",Biology,138,0,I couldn't put it down!
Sex in History,9780812885408,Reay Tannahill,4.0,"January 1, 1980",Biology,329,0,
Math Without Numbers,9781524745547,Milo Beckman,,"January 5, 2021",Math,342,0,The ending left me wanting more.
Think and Grow Rich,978-1-4558-1003-1,"Napoleon Hill,Bill Hartley,Ann Hartley,Ben Holden-Crowther,Muhammad Ghous Siddiqui",3.0,"January 1, 1937",Business,189,0,A quick and entertaining read.
Tier One (Tier One #1),9781503991804,"Brian  Andrews,Jeffrey   Wilson",4.0,"September 1, 2016",Technology,261,0,Disappointing after all the hype.
A Winter in New York,9780593724934,Josie Silver,4.0,"October 3, 2023",Children,433,1,
The Plant Messiah: Adventures in Search of the World's Rarest Species,9780241292327,Carlos Magdalena,4.0,"April 10, 2018",Math,496,0,I would recommend this to fans of [genre].
Programming Clojure,9781934356333,"Stuart Halloway,Susannah Davidson Pfalzer",4.0,"May 21, 2009",Computer-Science,165,1,This book really made me think about [a theme].
"The Pigman & Me (The Pigman, #3)",9780553564563,Paul Zindel,4.0,"October 1, 1992",Children,294,0,A quick and entertaining read.
A Message to Garcia,9781599869421,Elbert Hubbard,,"February 22, 1899",Personal-Development,117,1,"Not what I expected, but in a good way!"
Hallucinations,9780307957245,Oliver Sacks,4.0,"November 1, 2012",Personal-Development,439,0,I struggled to connect with the main character.
How to Find Flower Fairies,9780723258902,Cicely Mary Barker,5.0,"September 6, 2007",Children,303,0,I found the writing style to be quite beautiful.
The Death I Gave Him,9781786189981,Em X. Liu,3.0,"September 12, 2023",Math,49,0,A captivating story with well-developed characters.
"Princess of the Midnight Ball (The Princesses of Westfalin Trilogy, #1)",9781599903224,Jessica Day George,4.0,"January 20, 2009",Children,217,1,A thought-provoking and insightful book.
The Happiness Project,9780061583254,Gretchen Rubin,4.0,"January 1, 2009",Children,139,0,The plot twists kept me guessing until the end.
"The Proud Tower: A Portrait of the World Before the War, 1890-1914",9780345405012,Barbara W. Tuchman,4.0,"October 11, 1965",History,193,0,A captivating story with well-developed characters.
"The Proud Tower: A Portrait of the World Before the War, 1890-1914",9780345405012,Barbara W. Tuchman,4.0,"October 11, 1965",History,229,0,I would recommend this to fans of [genre].
The Luminaries,9780316074315,Eleanor Catton,4.0,"August 24, 2013",Math,68,1,"Not what I expected, but in a good way!"
From Hell,9780861661411,"Alan             Moore,Eddie Campbell,Pete Mullins",4.0,"January 1, 1999",Comics,382,0,A captivating story with well-developed characters.
Conquer Your Deliverance: How to Live a Life of Total Freedom,9780800761844,John Ramirez,4.0,"October 12, 2021",Personal-Development,206,1,A quick and entertaining read.
"Princess in Disguise (The Wide-Awake Princess, #4)",9781619635739,E.D. Baker,4.0,"March 31, 2015",Children,412,0,Disappointing after all the hype.
"Princess in Disguise (The Wide-Awake Princess, #4)",9781619635739,E.D. Baker,4.0,"March 31, 2015",Children,478,0,I would recommend this to fans of [genre].
The Hacker Crackdown: Law and Disorder on the Electronic Frontier,9780553563702,Bruce Sterling,4.0,"November 1, 1992",Computer-Science,85,1,I would recommend this to fans of [genre].
Milky Way Railroad,9781933330402,"Kenji Miyazawa,Ryu Okazaki,Joseph Sigrist,D.M. Stroud",4.0,"January 1, 1934",Children,325,0,The pacing felt a bit off in the middle.
Milky Way Railroad,9781933330402,"Kenji Miyazawa,Ryu Okazaki,Joseph Sigrist,D.M. Stroud",4.0,"January 1, 1934",Children,340,0,I would recommend this to fans of [genre].
Brotherless Night,9780241997673,V.V. Ganeshananthan,2.0,"January 3, 2023",Math,233,0,The pacing felt a bit off in the middle.
Brotherless Night,9780241997673,V.V. Ganeshananthan,4.0,"January 3, 2023",Math,259,0,I couldn't put it down!
"Mr. Kiss and Tell (Veronica Mars, #2)",9780804170727,"Rob Thomas,Jennifer Graham",4.0,"January 20, 2015",nonfiction,27,1,I struggled to connect with the main character.
"Mr. Kiss and Tell (Veronica Mars, #2)",9780804170727,"Rob Thomas,Jennifer Graham",4.0,"January 20, 2015",nonfiction,176,1,I found the writing style to be quite beautiful.
"Little Red Rodent Hood (Hamster Princess, #6)",9780399186585,Ursula Vernon,4.0,"September 25, 2018",Children,122,0,
The Unabridged Journals of Sylvia Plath,9780385720250,"Sylvia Plath,Karen V. Kukil",4.0,"April 1, 2000",History,265,1,I found the writing style to be quite beautiful.
The Unabridged Journals of Sylvia Plath,9780385720250,"Sylvia Plath,Karen V. Kukil",,"April 1, 2000",History,316,0,"Not what I expected, but in a good way!"
"Ronia, the Robber's Daughter",9780140317206,Astrid Lindgren,,"January 1, 1981",studio-ghibli,261,0,The world-building in this fantasy novel is incredible.
"Turkey Claus (Turkey Trouble, #2)",9780761462408,"Wendi Silvano,Lee Harper",4.0,"October 1, 2012",Children,223,1,This book really made me think about [a theme].
"Turkey Claus (Turkey Trouble, #2)",9780761462408,"Wendi Silvano,Lee Harper",,"October 1, 2012",Children,464,1,A quick and entertaining read.
Python for Data Analysis,9781449319793,Wes McKinney,4.0,"December 30, 2011",Computer-Science,146,0,
Python for Data Analysis,9781449319793,Wes McKinney,4.0,"December 30, 2011",Computer-Science,251,1,I struggled to connect with the main character.
Great Estimations,9780312608873,Bruce Goldstone,4.0,"January 1, 2006",Math,318,1,"Not what I expected, but in a good way!"
"Prickly Business (Portland Pack Chronicles, #1)",9781634764537,"Piper Vaughn,Kenzie Cade",4.0,"July 27, 2015",Cars,383,0,"Not what I expected, but in a good way!"
The Birds' Christmas Carol,9781540826916,Kate Douglas Wiggin,,"January 1, 1886",Children,249,0,"Not what I expected, but in a good way!"
The Birds' Christmas Carol,9781540826916,Kate Douglas Wiggin,4.0,"January 1, 1886",Children,441,1,The world-building in this fantasy novel is incredible.
The State We're In: Maine Stories,9781501107818,Ann Beattie,3.0,"April 13, 2015",nonfiction,393,1,The pacing felt a bit off in the middle.
"Middlegame (Alchemical Journeys, #1)",9781250195517,Seanan McGuire,4.0,"May 7, 2019",Technology,256,0,A thought-provoking and insightful book.
Fundamentals of Software Architecture: An Engineering Approach,9781492043454,"Mark Richards,Neal Ford,Benjamin Lange",4.0,"January 27, 2020",Computer-Science,435,1,I would recommend this to fans of [genre].
Peeling the Onion,9780440227731,Wendy Orr,,"January 1, 1996",Cars,41,1,A thought-provoking and insightful book.
Animal Farm,9780851990804,"George Orwell,Ann Patchett,Téa Obreht",2.0,"August 17, 1945",Children,283,0,"Not what I expected, but in a good way!"
Why Are All The Black Kids Sitting Together in the Cafeteria?,9780465083619,Beverly Daniel Tatum,4.0,"January 1, 1997",Personal-Development,122,0,The pacing felt a bit off in the middle.
Why Are All The Black Kids Sitting Together in the Cafeteria?,9780465083619,Beverly Daniel Tatum,4.0,"January 1, 1997",Personal-Development,410,1,A classic for a reason. Highly enjoyable.
"Wonder Women: 25 Innovators, Inventors, and Trailblazers Who Changed History",9781594749254,Sam Maggs,4.0,"October 4, 2016",Math,20,1,
A to Z,9780671493172,Sandra Boynton,4.0,"January 1, 1984",Children,366,0,
The Man Without A Face (Peter Black #2),9781636961453,"David Archer,Vince Vogel",4.0,"November 22, 2022",Technology,430,1,The pacing felt a bit off in the middle.
Life Application Study Bible: NIV,9780310919797,"Anonymous,Ronald A. Beers",5.0,"January 1, 1988",Personal-Development,387,0,I couldn't put it down!
Call the Midwife,9780297868781,Jennifer Worth,4.0,"January 1, 2002",nonfiction,66,0,A thought-provoking and insightful book.
Call the Midwife,9780297868781,Jennifer Worth,,"January 1, 2002",nonfiction,267,0,This book really made me think about [a theme].
The Little Mermaid,9781557093448,"Hans Christian Andersen,Anthea Bell,Lisbeth Zwerger",4.0,"January 1, 1836",studio-ghibli,197,1,I couldn't put it down!
The Looming Tower: Al-Qaeda and the Road to 9/11,9780375414862,Lawrence Wright,1.0,"January 1, 2006",Personal-Development,449,0,The ending left me wanting more.
The Lucifer Effect: Understanding How Good People Turn Evil,9781400064113,Philip G. Zimbardo,4.0,"April 17, 2007",Personal-Development,366,1,I would recommend this to fans of [genre].
Eat Stop Eat: Intermittent Fasting for Health and Weight Loss,9781775110811,Brad Pilon,2.0,"January 1, 2007",Personal-Development,353,0,The world-building in this fantasy novel is incredible.
Eat Stop Eat: Intermittent Fasting for Health and Weight Loss,9781775110811,Brad Pilon,4.0,"January 1, 2007",Personal-Development,434,0,I struggled to connect with the main character.
"Bangtails, Grifters, and a Liar's Kiss (O'Shaughnessy Investigations Inc. 2)",9798988178323,A.G. Russo,4.0,"September 18, 2024",Children,376,1,
"The Asset (Lance Spector, #1)",9781777189709,Saul Herzog,4.0,"April 10, 2020",Technology,56,1,A thought-provoking and insightful book.
"The Fall of Hyperion (Hyperion Cantos, #2)",9780553288209,Dan Simmons,4.0,"March 1, 1990",Technology,384,1,
"A Higher Loyalty: Truth, Lies, and Leadership",9781250192455,James B. Comey,4.0,"April 17, 2018",Personal-Development,474,0,I would recommend this to fans of [genre].
An Atomic Love Story: The Extraordinary Women in Robert Oppenheimer's Life,9781618580191,"Shirley Streshinsky,Patricia Klaus",4.0,"September 3, 2013",Computer-Science,174,0,A classic for a reason. Highly enjoyable.
The Stars Within,9781611805116,"N.M. Kelby,Nicole Mary Kelby",4.0,"July 3, 2003",Computer-Science,127,0,
"Iron Kissed (Mercy Thompson, #3)",9780441015665,Patricia Briggs,4.0,"January 2, 2008",Fantasy,309,1,A captivating story with well-developed characters.
Blackbird House,9780345455932,Alice Hoffman,4.0,"January 1, 2004",Children,246,1,A classic for a reason. Highly enjoyable.
A Place for Zero,9781570916021,"Angeline Sparagna Lopresti,Phyllis Hornung",2.0,"January 1, 1995",Math,10,0,I couldn't put it down!
A Place for Zero,9781570916021,"Angeline Sparagna Lopresti,Phyllis Hornung",4.0,"January 1, 1995",Math,233,1,The plot twists kept me guessing until the end.
"Space Opera (Space Opera, #1)",9781472115072,Catherynne M. Valente,3.0,"April 10, 2018",Children,411,1,A classic for a reason. Highly enjoyable.
"Rise of the Olympians (Rise of the Olympians, #1)",9781630350260,Belle Ward,,"July 27, 2014",Children,286,0,I would recommend this to fans of [genre].
An Inquiry into the Nature and Causes of the Wealth of Nations,9780226763743,"Adam Smith,George J. Stigler,Edwin Cannan",4.0,"March 9, 1776",Economics,391,1,The plot twists kept me guessing until the end.
"Mandie and the Secret Tunnel (Mandie, #1)",9780871233202,Lois Gladys Leppard,4.0,"April 1, 1983",Children,39,1,This book really made me think about [a theme].
"Mandie and the Secret Tunnel (Mandie, #1)",9780871233202,Lois Gladys Leppard,,"April 1, 1983",Children,101,0,Disappointing after all the hype.
Embroideries,9780375714672,Marjane Satrapi,4.0,"January 1, 2003",Comics,183,1,A thought-provoking and insightful book.
"Dragon Sword and Wind Child (Tales of the Magatama, #1)",9781421515014,"Noriko Ogiwara,Cathy Hirano",4.0,"January 1, 1988",studio-ghibli,162,1,This book really made me think about [a theme].
"Dragon Sword and Wind Child (Tales of the Magatama, #1)",9781421515014,"Noriko Ogiwara,Cathy Hirano",4.0,"January 1, 1988",studio-ghibli,402,0,The pacing felt a bit off in the middle.
The Eighth Detective,9781250755933,Alex Pavesi,4.0,"August 4, 2020",Math,10,0,The plot twists kept me guessing until the end.
The Eighth Detective,9781250755933,Alex Pavesi,4.0,"August 4, 2020",Math,354,1,
A Distant Mirror: The Calamitous 14th Century,9780345349576,Barbara W. Tuchman,4.0,"September 21, 1978",Personal-Development,46,0,A classic for a reason. Highly enjoyable.
A Distant Mirror: The Calamitous 14th Century,9780345349576,Barbara W. Tuchman,4.0,"September 21, 1978",Personal-Development,64,1,I found the writing style to be quite beautiful.
Surrounded by Idiots,9781250234001,Thomas Erikson,4.0,"June 4, 2014",Business,199,0,A classic for a reason. Highly enjoyable.
A Traveller in Time,9780140309317,Alison Uttley,4.0,"January 1, 1939",Children,280,0,The ending left me wanting more.
"The Longest Day: June 6, 1944",978-1838603441,"Cornelius Ryan,Jouko Linturi",4.0,"January 1, 1959",politics,111,0,Disappointing after all the hype.
The Complete Poems of Emily Dickinson,9780316184144,"Emily Dickinson,Thomas H. Johnson,Mabel Loomis Todd,Thomas Wentworth Higgins",,"January 1, 1890",Children,405,0,A quick and entertaining read.
"Quiet Strength: The Principles, Practices & Priorities of a Winning Life",9781414318011,Tony Dungy,4.0,"January 1, 2007",Personal-Development,37,0,The world-building in this fantasy novel is incredible.
"Quiet Strength: The Principles, Practices & Priorities of a Winning Life",9781414318011,Tony Dungy,,"January 1, 2007",Personal-Development,186,0,The pacing felt a bit off in the middle.
"Hawkeye Collins & Amy Adams in The Secret of the Software Spy & 8 Other Mysteries (Can You Solve the Mystery?, #8)",9780915658268,M. Masters,1.0,"January 1, 1983",Computer-Science,251,0,This book really made me think about [a theme].
"Gotham Central, Book One: In the Line of Duty",9781401219239,"Ed Brubaker,Greg Rucka,Michael Lark,Lawrence Block,Kano",4.0,"September 9, 2008",Math,465,1,This book really made me think about [a theme].
The Husband's Secret,9780399159343,Liane Moriarty,4.0,"January 1, 2013",nonfiction,124,1,I would recommend this to fans of [genre].
The Snow Leopard,9780099771111,Peter Matthiessen,4.0,"August 1, 1978",Biology,142,0,I struggled to connect with the main character.
